,text
5149,Worried about CSE lab test and the phonetics class test... Time's closing upon me... 
5150,"@ddlovato I was going to meet you today but now I'm too sick to come  I'm soooo upset, I've been waiting for over forty days for today!!!!"
5151,"Right pictures up, now carry on with romeo&amp;juliet  ARG I'm soooo bored!"
5152,@SarahSaner Good luck with that 
5153,@nsane8 she is looking forward to brownie camp ... &amp; has a soccer game tonight against her old coaches team - gonna get their asses kick 
5154,Slowly recovrng from injury.. wil take time to get active at Twitter 
5155,@scousetx who knows why.. i secretly hope its to make way for the new owners.. ha.. 
5156,Ok its official-i have to leave chase as a bank...any suggestions who to bank with now?  I have a feeling bank of america is about it...
5157,Look at the purr-d flower.  http://twitpic.com/3jx21
5158,ugh. i just saw a giant spider crawl behind my bed. I CANT SLEEP now without worrying it will crawl into my mouth when i sleep 
5159,is passing a kidney stone 
5160,@2s i'm guessing it'll be over around 14-15 over range 
5161,Damn! I'm not feeling well today 
5162,@davidleibrandt why do i always miss your live chats?! this kinda really sucks 
5163,** Settling in to bed for the night. Finally! 
5164,@makalita - Tho I currently have my finger in a glass of cold water cause it got too close to the hot pan handle 
5165,@samiha Check your DM's and there you go 
5166,@vinuthomas true but just to have my identity stamp 
5167,@DWTSBlogger This is the fun part of the DWTS &quot;off season&quot;..all the speculation and rumors..it's what makes the show what it is 
5168,just bought the new @Jonasbrothers cd. Ready for the concert next monday. 
5169,@Ryankfm no probs - Keep me updated and I'll do the nitty gritty work  I think it would be an awesome way for me to celebrate my 27th!
5170,"Best bday ever.... Bday party, then dane cook, then ptown bars! "
5171,Doesn't have money for transformers 2 like all the cool kids 
5172,Sitting on the railroad tracks with destiny.  bradley is amazing!
5173,@michellemgaudet I am lost. Please help me find a good home. 
5174,@ChiBlackhawks Spreadsheet? Sad. 
5175,"@adevenish yes, that should stop  people following me "
5176,@pinkfan1 I wish! But unfortunately I can not.  Will be in NZ
5177,@Gray777 P90X is AMAZING... but INSANITY may be right there when it comes out... the demo is CRAZY hard! Have a good night! 
5178,"is starting to get a wee bit frustrated since it has rained on the last 6 golf tourneys I've played, incl today. New England weather! "
5179,"got a haircut, bought an awesome dress, had a great birthday dinner...today was good "
5180,Seen my best friend graduate and had a awesome time and I got a comment from kylemonkey which my jaw dropped 
5181,Going to the chirpractor 
5182,@xo_nathalieee WHAHAA?! I CAN'T FIND MY PHONE 
5183,At least the sunshine brings out all the local MILFs to watch from the window... 
5184,@MicaDsGirl sorry!  I'm in a goofy mood!  Omg! I could see him in July and august! Swoon
5185,Sad that the Statue of Liberty will completely reopen 2 weeks after our NYC trip. 
5186,And sunburn sucks 
5187,@nobodyfresher Effing Me Effing You Ahhh Haaa  http://effing.cc
5188,@popthemusicdrug hope to see ya miu miu nite nite 
5189,@tonitweeets I wanna see you guys already. 
5190,"Nummie  (this is my dinner for real, dessert &amp; a pick me up) Chinchin!! http://twitpic.com/6tb9r"
5191,"@aspieteach  heh, which is yet another reason why I wanna go to Japan... "
5192,Got to stay in college till 3 today 
5193,The junebugs are dying...all over my front porch. 
5194,"@christinagan So happy to hear you're having a great time! London's amazing, sunshine or rain, it doesn't matter. "
5195,@donnieklang What does all this mean? lol I love most of those shows though. 
5196,http://twitpic.com/6u450 - @xbaileypaige You think I look 16? I do act like one. 
5197,@MsCoxALot ah okie  wish I was stateside! ;)
5198,I miss driving the Echo  SA is amazing even though I am still homesick. I love and miss everyone lots...
5199,"Rofl, bloody weather knocked my internet off  #squarespace"
5200,@handprintofgod ps I like ur new pic w the specs 
5201,long islanddd i feel sick  someone cuddle w meee
5202,@supermac18 make a video!!! do it 
5203,Lunch with Jenn and Morgan! I wish @smsibcy could be there! 
5204,"@thatsjustmee YAY!  I cannot help it xD aaww, that's great! my mom doesn't do that! "
5205,@kcarruthers I'm starting an assignment the night before it's due the second time in a week. I need to get out less 
5206,Showing more houses today at ten. Then yay!!!! I get to go to Sam's club again 
5207,I think im sick or something...i feel wacked. Laying with my kitty and trying to go to sleep 
5208,Women's national final WA v VIC followed by WC v Geelong. Bring on the footy feast  Ablett better play!
5209,watching &quot;about schmidt&quot;... very sad movie 
5210,is not a happy chappy cos the love of her life may ave to go on exercise 2day which means i wont c him 4 a wk 
5211,@Chuckstone85 welcome to twitter! hope you enjoy it! 
5212,My REST and semantic web talks at QCON are up as videos on InfoQ now.  Cool.  That was a long week 
5213,Currently napping in the lobby of the hilton ohare 
5214,"@TrollstigenR thanks for the follow, just looking at your site and photos looks like an amazing place! added to my must do some day list "
5215,Up &amp; Ready 
5216,@joeymcintyre I am thinking you can just copy and paste Joe.. 
5217,http://twitpic.com/7ovic - i really miss my hair 
5218,@DawnRichard follow me 
5219,"@iKrissi yeah, they do that to me too.  #boobsftw"
5220,Exhausted. Just got home from Plaza Indo. Boyfriend @ friends' house busy playing poker at the same time ignoring me 
5221,Mornin twitterer's happy saturdayy  xx
5222,my hawt dawg is grounded 
5223,Took a nice stroll from the office to Regent St. Had the urge to spend some money but couldn't find anything 
5224,"nope, not for me.. twitter is working awesome. i love my iphone "
5225,"@dollyblowflake morning chef, perfect bbq weather today  Are you skewering kebabs as we twitter?"
5226,"@LDubbs14 my loveee, i don't have showtime so i am going to have to find it online on tuesday! "
5227,@LaLaLauren Macy's. They were on sale and I had a coupon. And they were short. I have a terrible time finding capris. Short legs. 
5228,I wish I could hang out on the river every day. Back to work 
5229,@kynk that's too much info 
5230,"@thedateabledork Congrats! Fitting into my skinny jeans are on the list for me this summer, too, with a side of stamina. Hello p90x! "
5231,@izzzzzyy aha took forever! just got bk  had to stay in a holiday inn last night.. scott couldnt drive bk! :o im so sunburnt izzy!! owww x
5232,I love the #redwings  let's get this doneeee 
5233,@joannas21 attempt to respond from my phone 
5234,"@ianmasterson The Cruel Summer backing sounded different,it was very nice "
5235,Last time going to class on a Monday for my ENTIRE life... 
5236,i turned kats lava lamp on. its mesmerising  and pink. which is always a plus. the silver glitter in it is the added bonus 
5237,WARNING: do NOT was your uggs in the washing machine THEN dry them. a) they shrink. b) the insoles fall out 
5238,"@BAHHorror if you melt the corpse in acid,it's less heavy to carry! "
5239,@mrskutcher Saw you and Ashton when you came to the University of Northern Iowa. We LOVED it. People are still talking about it. 
5240,going to sis graduation 
5241,i miss the of your voice 
5242,"@PoynterPerve the cable doesn't work anymore. hopefully i'll be able to get a new one, but if not  "
5243,I drove up Mt. Hamilton! But I only brought my phone camera and couldn't take the gorgeous shots of the Valley at night 
5244,@Zawamura too bad I'm not in AMS today. Have fun there (and remember that they don't really serve coffee in coffeeshops  )
5245,@delta_goodrem oh wow fairy lights? sound really romantic! 
5246,good news week! 
5247,They comped the entire check. I hate doing this but I will still be giving you two stars 
5248,@jbdance7 soo look the exact ones up again lol. Thats what i did for american idol. They came up again. But my mom didnt let me get em 
5249,@Mazzac careful UP made me teary eyed  
5250,Ricoh GR digital II - my excellent retro camera partner. im proud of your work   http://twitgoo.com/ml4m
5251,@TracyLatz Indeed the openings may look a little different... 
5252,"@Kenichan close, but no cigar.  banana-toffee "
5253,Jeremy just called on his break  i miss him
5254,@klariza that's awesome! I love having stuff to look forward to but I don't have much in the near future 
5255,and someday lol perhaps @Ace_Frehley will &quot;Talk To Me&quot;  for #FrehleyFriday  http://tinysong.com/4f9X
5256,On msn soo bored 
5257,"standing outside in ash's formal dress made me sick  doing folio work again, printers out of ink which helps."
5258,@paulaups88 no directv 
5259,Mmmm new fav sammich from subway  is turkey and provolone with ranch UNtoasted. Amazing!!!
5260,just finished a rare girly moment. not a bad way to kill sunday night fever. i like when drama isnt mine 
5261,@ddlovato you can't forget...about me demi  ok...it was weird...but PLEAAASE say a little &quot;hi&quot; to me :@
5262,Sulsul got her injection 2day  it hurts so bad!
5263,"so apparently if you bite on something &amp; drink water it makes your hickups go away, matt from ismfof told me that. it works try it "
5264,"@ManOntheMoon2    really,  ok....hopefully I will see u down at southern!;-)"
5265,my back hurts 
5266,being a begfriend! cnt sleeeep  wiv daisss :O monday (N)!
5267,no baseball tonight  
5268,Sending you all some chi  Enjoy the day...
5269,@MrPaulEvans yeahhh...  lol
5270,g'morning! happy #biketowork day  off to my station: http://marinbike.org/Events/BTWD/2009/EnergizerStns.shtml
5271,"@gaby_mcfly he was talking 'putaria' hihi, so i singed out with no saying: bye fellipe . understand?  thank you gemea, love you â¥"
5272,"itÂ´s raining, that sucks  so iÂ´m gonna have a cozy day at home"
5273,Vanilla Chai Latte and a blueberry scone.. life is pretty darn good this morning 
5274,Torres not in squad thanks to injury 
5275,again.  im so sick of shouting.
5276,#musicmonday is good. We are the champions - Queen 
5277,Today early morning  been to Kanchipuram to visit temples. Had very good dharshan @ Kamakshi temple. Nice short trip nd I'm back to work 
5278,Faint because of blood-injection injury phobia. 
5279,ugh..... 
5280,@zackalltimelow happy almost birthday 
5281,http://twitpic.com/5f2iy - A pic from my 21st birthday celebrations 
5282,bored and nothing too do at 1:27AM soo I twitter!  check my youtube out! Subscribe?!?!?! www.youtube.com/crzygrl1392
5283,Going though history exam. Missed some really obvious bits 
5284,@elimarienthal hi whats up 
5285,deleting DM's. too much direct messages 
5286,a bunch of people r inviting me to b-day parties! i have to buy lots of presents! 
5287,I'm DONE with covering my all-stars 
5288,"Pixar making Monsters, Inc. 2, Cars 2, and Toy Story 3.  Awesome!  Not sure why that's so exciting to me... "
5289,@KhadyJs have a safe flight! 
5290,i soo wanna go to beyonce's concert on novembaa   ..
5291,"@foodbymark oh that's a shame! really, it is.  Twitter search should go further than that."
5292,100 followers W00t! 
5293,BB is back in commish bitches!!!!!! 
5294,damn it can't get the body form song out of my head 
5295,"Morning! Well, been up for a while now. Doing some of my med stuff that I have to in order to stay alive, then going to eat something. "
5296,I love you too baby. 
5297,"@HILHolla What u laughin at, imma hold you to it!  Vegas or bust! "
5298,"If you're about later (near the South Bank) and you see me and Charlie with our camcorder come and say 'Hi, can I help?', cos yes you can "
5299,"We were only away a week &amp; in that time someone has taken up electric guitar &amp; decided sunny afternoon good time to practice, badly "
5300,@claireyjonesy LMAO i want him to reply  booooo you @tommcfly REPLY TO ONE OF US lmfaoooo
5301,Upset that Paramore didn't win 
5302,Man.. Rainy days always get me down.  http://plurk.com/p/11t4hq
5303,"http://twitpic.com/6qvbj - @ashlee2326 no, we're not related  just friends from school. haha, we do kinda look alike in this picture,  ..."
5304,@Executivefocus in the order you posted. Thats a lot a drive time 
5305,"I wish Brittany were in my bed with me. In her cute undies.  Yet again, I sleep alone."
5306,"If I wasn't busy today, I'd sooo still be asleep right now "
5307,"@lilTanker I'm not really. I only watch cause my friends do. As for photo, Nat didn't bring her work laptop home tonight. "
5308,@thoughtlesshero im sleepy from work   *sigh* i knw im addictd to these.showz!
